Primary Key,Review Text,Score,Date,Apartment Complex,Confirmed Tenant
ad6cfc57-8271-4999-8590-6e07b91541e9,As of now is been a very good experience. Bedrooms are big enough and each with walk in closet. Very elegant living with appliance that make it more attractive. Comes with screened Balcony and pets are welcomed,5.0,11/18/2024,Cadence Crossing,Yes
b04acfdd-9d53-435b-948e-7533b8eec65c,"I have been living in Cadence Boing on 3 years after a long search i am Glad i chose Cadence maintnance Is awsome and the girls in the office are really nice, what ever problems you have they right on it, the only problem .",5.0,11/18/2024,Cadence Crossing,Yes
8b43f1e4-4e8c-41ed-a0ea-b0247debb68f,"I truly love my apartment my three bedrooms and walk-in closet are very spacious, along with the living room. The manager is really nice and the maintenance crew as well, what ever problems you have they right on it, the only problem .",5.0,11/18/2024,Cadence Crossing,Yes
2d479013-4d87-481b-855a-91ad19030996,"I truly love my apartment my three bedrooms and walk-in closet are very spacious, along with the living room. The manager is really nice and the maintenance crew as well, what ever problems you have they right on it, the only problem .",5.0,11/18/2024,Cadence Crossing,Yes
5395adf9-40dd-487a-abbd-adc9065c730e,Good people nice relaxing pool quiet neighborhood balcony view and the kids love the gym and pool and walks around the neighborhood and it's near nice stores for all the shopping needs for the family and self. The stores are walking distance from the place as well and there are nearing restaurants and gas stations are all close by,5.0,11/26/2024,Cadence Crossing,Yes
a3d1c954-e874-4e18-bb7a-745a78bcc287,"Wonderful community, quiet, and great neighbors. Maintenance is always on time when you need them and the property is very clean. I have enjoyed living here for over 5 years. Best community in East Orlando.",5.0,11/25/2024,Cadence Crossing,Yes
29b50444-e5a6-4a2b-8afa-233c14e2d8a8,"The apartment I moved into looked like someone moved out the day before I moved in an it smelled bad. my apartment has water leaks, no outside light, only 1 window and 1 closet and the swimming pool closes at 5 PM",3.3,11/23/2024,Cadence Crossing,Yes
3d253767-2b2a-4d86-aa5e-6ad1c29c8246,"So far all is good, the staff always helpful, maintenance fast and efficient and the grounds are well kept. I find this complex to be priced fairly after living in one that only raised prices drastically every year.",4.3,11/19/2024,Cadence Crossing,Yes
cdfeb942-765d-4809-b4b6-51dbdf46c5ec,As of now is been a very good experience. Bedrooms are big enough and each with walk in closet. Very elegant living with appliance that make it more attractive. Comes with screened Balcony and pets are welcomed,5.0,11/18/2024,Cadence Crossing,Yes
73344be6-0130-40f5-bcb5-0d8caad4cea0,"I have been living in Cadence Boing on 3 years after a long search i am Glad i chose Cadence maintnance Is awsome and the girls in the office are really nice, what ever problems you have they right on it, the only problem .",5.0,11/18/2024,Cadence Crossing,Yes
ea01a8ce-1625-4970-900e-a2a395a51a65,"I truly love my apartment my three bedrooms and walk-in closet are very spacious, along with the living room. The manager is really nice and the maintenance crew as well, what ever problems you have they right on it, the only problem .",5.0,11/18/2024,Cadence Crossing,Yes
471934eb-99be-4098-abd2-7f2ee0d881ee,I have is staying on the second floor my knees hurt me so bad going up and down the stairs.,4.8,11/18/2024,Cadence Crossing,Yes
dd95a631-794b-41a4-aeb9-f6cfa003e3e2,"I moved in on March 2024 and the application process was quick and easy. So far it has been great living here. The maintenance crew responds quickly and neighbors are well behaved and pleasant. Some common areas like the playground and 'park' spaces could have a refresh, and I would love to have some benches around the inner grounds to sit while walking the dogs but, overall it has been a good place to live at.",4.8,11/18/2024,Cadence Crossing,Yes
3bfaa5e5-4c69-42ae-b850-d3578c4aa298,Muy buena atencion de parte de las oficinas. Y empleados .cuando he llamado para alg?n arreglo. Hay an estados ellos ..en tiempo y forma y con buenas atenci?n. No tengo quejas de ningunos de parte de damaris y la secretario buena atencion ..grasia a cadense,4.3,11/18/2024,Cadence Crossing,Yes
5bbbe44b-7bb5-4bae-b0bc-e4d29b09811d,"Love it here I’ve been here since 2022, I moved from a downstairs unit to a upstairs unit & I love my new unit even better. Demaris & Frankie were the perfect duo. Frankie had another job opportunity and left but when I say the office manager (Demaris) is super nice she is.",4.8,9/11/2023,Cadence Crossing,Yes
62a95a2d-06ce-4bab-8072-bf1815ae854f,"It is very good , I'm very glad to live in these apartments. My mother and me are very comfortable. I will like to live there for ever. I'm going to refer the complex to my friends and families. Thank you very much .",4.3,12/21/2023,Cadence Crossing,Yes
e4cfa483-21b3-4772-9e36-7310c0164bcf,"Pues a sido buena pero no excelente, las ?reas comunes no le han puesto tanto empe?o, el area para ni?os est? bastante descuidada, gente fumando frente a ni?os, la cancha totalmente inservible, la se?ora que es manager es s?per mal educada para nada receptiva, solo est? por el dinero, frank si es otra persona",2.7,12/18/2023,Cadence Crossing,Yes
9c8f6089-d0b8-453e-ad94-8ea5f359e4a9,"Fair, the neighbors smokes weed follows me everywhere so I can go to try to get me to sell weed. Low life people. Now, they are trying to break into my apt. to steal and some workers helps the low life people sell drugs too. there are to much loud music parties at the picnic area pool area as well and is .",2.2,12/15/2023,Cadence Crossing,Yes
1056dcd7-9dc3-4118-bf17-19171fbfba0a,Very quiet condominium. But otherwise it is a very quiet condominium.,4.3,12/21/2023,Cadence Crossing,Yes
da3f5d76-4d7e-435b-9037-dfc18ecf4988,"It has been good but not excellent, the common areas have not been given much importance, the children's area is quite neglected, people smoking in front of children, the court is totally useless, the manager is super rude and not receptive at all, only cares about money, Frank is a different person.",2.7,12/18/2023,Cadence Crossing,Yes
fce3096e-04a3-47cc-b5d5-03ad0c09b478,I like it but it needs more lights and cameras and a gate due to high crime rate in the area. Parking is not always able to take place in front of the apartment and so more lights would be appropriate. A gate should be a must in this area,3.8,12/14/2023,Cadence Crossing,Yes
1c591c02-476a-4f91-b614-47c708986e0e,I am a new resident but have submitted multiple service requests for very minor items. The maintenance team has resolved every request so promptly and have been very helpful with their resolutions. The front office staff have been supportive and friendly.,4.8,12/14/2023,Cadence Crossing,Yes
1aedcd73-02f5-4eef-b2f5-132543aacacb,"I've lived at cadence crossing almost 3 years now! Spacious rooms, open floor plans, w/d and much more for a price well deserved! All Maintenance requests are resolved promptly.",5.0,12/14/2023,Cadence Crossing,Yes
92133ee9-4ee7-4313-931c-bffad96f4354,No reviews available,0.0,N/A,Cadence Crossing,Yes
b15348a9-3be1-4da4-a58d-8b378f320873,No reviews available,0.0,N/A,Cadence Crossing,Yes
f273ad2e-4669-4073-9274-64945d5bd8a0,No reviews available,0.0,N/A,Cadence Crossing,Yes
a57238aa-53a1-480d-8199-41302eefbd20,"My experience in this community has been excellent. The apartment is well-maintained, the amenities are great, and the management team is very responsive. The neighborhood is safe, and everything I need is close by. Highly recommend!",5.0,1/29/2025,Mallory Square,Yes
4c17559c-d42a-4701-8edc-742e2821f706,This community is like none other than you ever seen in your life I mean I was blown away when I toured this community I mean all the amenities the apartments are beautiful I know you won't be disappointed so come check them out!!!,5.0,12/22/2024,Mallory Square,Yes
d65c9e1c-5e84-4a21-94b7-4f4b6c71a906,The staff was truly amazing. We are picky people when it comes to our home and they were able to accomodate and understand us always with a smile on. Community and staff seal the deal on living here!!,4.7,12/22/2024,Mallory Square,Yes
42c572aa-e0dd-43f5-b4df-19234b303049,"Great experience. The apartments are great, tech easy and have quite a lot of space. Spacious closets, stand alone laundry room, balconies and modern appliances. Elevator and garages are a plus. Amenities are great.",4.5,12/15/2024,Mallory Square,Yes
b35a7d5d-f182-4bc7-8760-d3ff43be485b,I've just rented apartment in Mallory Square Lake Nona and I'm very happy with my choice. I moved to the new apartment building and it is a smart home + it is a gated community. Found daycare less than a mile with a great reviews as well.,5.0,12/11/2024,Mallory Square,Yes
d193cb16-17a9-46f7-b487-29f09c696624,Very quiet community. Very personable staff who responds in a timely fashion to requests and concerns. This is a community for working professionals. Serene. Not a party atmosphere. Outstanding amenities. Dog park too!,4.5,12/2/2024,Mallory Square,Yes
e4d9ea98-0b6b-4c92-bedc-e1a9bf22e26d,"Brand new community with great amenities and wonderful staff. Bowling, golf simulator, office space, several seating areas, fire places, pool, outdoor cabanas, gym, steam sauna, and heat sauna all at your fingertips tips.",5.0,12/1/2024,Mallory Square,Yes
a59084fa-e675-49ec-a60f-6649283c1fc4,Extremely professional staff and amenities. This complex offers a great value if one is seeking amazing setting and environment. From the business rooms which allows for professional meetings or to conduct one on one zoom meetings.,4.5,11/20/2024,Mallory Square,Yes
8ccdcd27-a047-4fab-ad31-e32f765c46bc,"Beautiful modern apartment with amazing facilities. Large dog park, stations for car washing and a dog spa to bathe my fur baby. The facilities were the deciding factor here. My little piece of paradise!",4.8,11/13/2024,Mallory Square,Yes
99c40e4f-8fea-4efc-88f0-bfdb70ada773,"Deceitful Management These people are super nice to get you to move in, once you move in its a game changer they lie to you they dont keep there word and most importantly they say they will call you they never do, in July Corporate came in and fired everyone and only left Makelia Hernandez there I guess she was the one that snitched on everyone, now they have a new manager and she has no idea what she is doing, she will tell you one thing and do another.",1.0,11/4/2024,Mallory Square,Yes
7fdc2bc9-9040-4e5a-88a6-90b2efeca25d,"Very complete community, the design of the apartments are 10/10, would definitly move to this community it has a lot of amenities that make the stay comfortable, you can relax and enjoy a resort-like stay",5.0,10/27/2024,Mallory Square,Yes
331cca38-c3d4-4350-b217-ad245b4dc769,Just moved in and continued wasps coming back. The amenities are amazing but wish they were 24/7 for the people who get off late and can't use them during the day!,3.0,9/24/2024,Mallory Square,Yes
d972e58a-5df5-4a39-8590-60a58c64710c,Management was not aware we were moving into the apartment even though we had a signed lease agreement. Our building was not ready at the time of move in and were notified 12 hours before move in.,3.0,9/24/2024,Mallory Square,Yes
1cdd9136-feb5-44d7-abf5-f9d255ef8a08,Great location! Took a tour and Carlos was fantastic!?? The amenities are impressive and the premises are clean and in inviting. Really enjoyed the tour and how great was the presentation. Carlos was detailed and made us feel special.,5.0,9/22/2024,Mallory Square,Yes
3cc1bc6c-560a-41fa-a015-95f168e1daee,Peace all-in-one! So happy with my choice to live here. Maintenance team is quick and pay attention to detail and everyone to include the staff is friendly. I love it here and I feel safe and stress-free when I come home from a long day.,5.0,9/22/2024,Mallory Square,Yes
d7153a30-ed8f-4668-b7f9-abbfe8573be4,"So far so good! we have known a very friendly staff, helpful and so kind. The community is brand new, so everything is in stunning status. We are fascinated living here. The amenities are amazing and are in operation.",4.7,8/28/2024,Mallory Square,Yes
56fa54e2-c961-41c3-93c4-c9dd19838026,"Everything has been good and the maintenance staff is wonderful. Also, the property is kept 100% Perfectly maintained. And they finally got a property manager that goes the extra mile. And the leasing staff goes out of their way as well.",5.0,8/22/2024,Mallory Square,Yes
0c05b767-b52c-40a2-86ba-a47a83a4cba5,"Its a brand new community... the amenities are awesome and the staff, both office and maintenance, are top notch. Some things ate still being built like a dog park I believe so I am excited to see the finished product.",4.5,6/3/2024,Mallory Square,Yes
5b55eccb-bb34-428f-993e-05b46dfd8875,"we came here from another property after only staying there for one month The staff has been incredible, and we have enjoyed our stay so far, including the outstanding amenities. Victoria, Angela and Makayla have been outstanding from the beginning of the process",5.0,6/30/2024,Mallory Square,Yes
0f6573a4-b651-4876-b6d3-d94ae17d059c,"We just moved in and we are extremely excited that we chose this community. The amenities are spectacular, the floor plans are great. We were a little concerned about relocating and moving out of a house into an apartment with the amount of stuff that we have, but the floor plans are very spacious .",5.0,5/21/2024,Mallory Square,Yes
b504322a-cb6e-4470-9f4a-77254a30d286,"Its a brand new community... the amenities are awesome and the staff, both office and maintenance, are top notch. Some things ate still being built like a dog park I believe so I am excited to see the finished product.",4.5,6/3/2024,Mallory Square,Yes
057a1a77-1392-4bdd-8ee6-70c08a6c4a62,"we came here from another property after only staying there for one month The staff has been incredible, and we have enjoyed our stay so far, including the outstanding amenities. Victoria, Angela and Makayla have been outstanding from the beginning of the process",5.0,6/30/2024,Mallory Square,Yes
d850f138-78d8-43c3-9e0a-b1d1c5aa495c,"Its a brand new community... the amenities are awesome and the staff, both office and maintenance, are top notch. Some things ate still being built like a dog park I believe so I am excited to see the finished product.",4.5,6/3/2024,Mallory Square,Yes
f4d22f49-8ef5-4fc5-a328-da1e1d64c84b,Peace all-in-one! So happy with my choice to live here. Maintenance team is quick and pay attention to detail and everyone to include the staff is friendly. I love it here and I feel safe and stress-free when I come home from a long day.,5.0,9/22/2024,Mallory Square,Yes
a3830206-df0e-4ec6-9288-7e3dc7bca994,"Jorge and ALL of the IMT Staff are AMAZING!!!!!!! My husband and I have lived at IMT Lake House for a little over four years, and our experience has been nothing short of phenomenal. From the moment we moved in, we knew we had found something truly special. The apartments are absolutely GORGEOUS, with modern designs and thoughtful details. The amenities are top-notch, the landscaping is beautifully maintained, and the entire property is always in pristine condition. Jorge and the entire staff are truly the heart of this community! Always going above and beyond to ensure everything is in perfect shape. Their hard work and dedication are second to none, and we are so grateful for their care and attention to detail. Living at IMT Lake House is a DREAM, and we couldn't be happier. Thank you all for making this such a wonderful place to call home!",5.0,2/14/2025,IMT Lake House,Yes
e4e9b9ee-3eea-44e2-888d-58f51690c90e,"A Little Paradise Right in the Middle of the City (Tried to write this review in paragraphs but it looks like the site merges it all together--oops!) We were a bit hesitant when we first pulled up to the apartment because we weren't sure we wanted something in such a busy area (but with all the perks of having the city right outside)! We came in for a tour with Jessica and after the great tour she gave us, we were signing the paperwork right away. Perks with the community: Units are BEAUTIFUL. Super modern and we are obsessed with our view (added photos show daytime and sunset views). The walls seem pretty thick here--we don't hear a lot of noise at all. On the first floor there is a co-working space with five individual rooms and one conference room. There's also a conference room on the second floor by the office. There's an on-site gym, little (but not too little) fenced-in dog park, beautiful pool area, two courtyards, and a two-story common area with seating, tables, a…",5.0,1/24/2025,IMT Lake House,Yes
1042f6ab-29ad-4d68-90a8-9f2759e0770b,"Great property and experience! IMT Lake House is a 10/10 living experience for me. The staff is phenomenal - Angelica (Asst. Property Manager), Jessica (Sr. Leasing Consultant), and the Maintenance team are professional, personable, and incredibly caring. The property is beautiful, between the resort style pool, large resident area, covered garage parking, and so much more. My unit is a large, corner unit with TONS of natural light. I'm sad to be moving out of state in a few weeks; otherwise, I'd have stayed at IMT much longer!",5.0,1/24/2025,IMT Lake House,Yes
9c5b92da-e30f-46ed-b09c-36fcb440d883,"Amazing Complex, Staff, and Maintenance team! Since the moment we came in for a tour of the complex we have felt very welcome. Jessica gave us an amazing tour that was both hilarious and informative. They showed us every aspect of the complex and made us laugh at the same time! Since moving in we have had a wonderful experience! The front office is amazing and always eager to help! The maintenance team is quick to respond, kind, and very helpful! I love the parking garage as well as everything being a part of the same building, which is perfect for when I want to go to the gym on a very rainy day! I highly recommend this place!",5.0,1/23/2025,IMT Lake House,Yes
059265ab-b2f1-4d27-bfc0-25cd0205f8d7,My wife and I moved into IMT Lake House six months ago and have loved it. We worked with Jessica as our leasing agent and she couldn't have made the process any smoother which was greatly appreciate since we were moving from Illinois and knew nothing about Orlando. The building has great amenities and does a great job of keeping everything clean. They are very responsive to any needs and keep the building safe. We would definitely recommend you check it out. Thank you Jessica & team!,5.0,1/17/2025,IMT Lake House,Yes
0ec02d8e-3945-4f01-9993-fc38c355c4d1,This place is the absolute best. It is my third year in a row renewing my lease and it just keeps getting better and better. From different community experiences to celebrating national bagel day this place is a 10 out of 10.,5.0,1/15/2025,IMT Lake House,Yes
db624f79-78d9-406c-8055-54c6f85320b6,"We absolutely love IMT. We have lived here for a year and are renewing because we honestly can’t imagine living anywhere else right now. The complex is quiet, beautiful, and in a perfect location. Jessica has played such a huge role in us loving this place so much. She is so friendly! I was referred to the apartment.",5.0,12/26/2024,IMT Lake House,Yes
346dfe9e-4aae-4046-899b-3a62def2b119,Jessica was awesome! I was referred to the apartment. Not enough can be said about how great she and her team are!,5.0,12/23/2024,IMT Lake House,Yes
a9b7e40e-0eb0-4865-932b-3b56a0837743,I've lived at IMT for over a year now and have absolutely nothing bad to say about IMT. This place is stunning inside and out. Jessica has been amazing with all of her help while I have been here. I commend everyone who works here as they make it an amazing place to live. The amenities are top notch and the staff are extremely helpful! I highly recommend for anyone wanting to live in the DP area! 5 out of 5!,5.0,12/26/2024,IMT Lake House,Yes
617ba7c6-6f72-444d-aaa4-238e9ed3c284,Not enough can be said about how great Jessica and her team are! They make living here a dream come true. Beautiful and Clean apartment complex.,5.0,12/23/2024,IMT Lake House,Yes
ec5b16ac-3293-4483-9079-fa76738be5d6,Honestly you get what you pay for all the staff are helpful. Services are great and fast from one call or request via the portal.,5.0,11/26/2024,IMT Lake House,Yes
67002b55-760b-4466-86f9-6499904383ca,We absolutely love IMT. We have lived here for a year and are renewing because we honestly can’t imagine living anywhere else right now.,5.0,9/12/2024,IMT Lake House,Yes
a7046fc9-9301-4fb4-bbca-da982236630d,Huge apartment with great staffs The apartment is huge and the complex's amenities are very good.,5.0,6/20/2024,IMT Lake House,Yes
937bbf03-6168-4a5a-b82c-09a71ad1d3f5,Great place to live; people care about where they work I do not typically leave reviews for apartments until I move-out,4.3,4/28/2024,IMT Lake House,Yes
d169eab6-59a3-485f-8e2a-b062737a9c1f,"Amazing place to live! Couldn’t be happier All staff members here are amazing, the place is always spotless, and it’s made to feel like home with so many personal touches. The lake house is stunning and maintenance fix any issues straight away and are always polite. I couldn’t recommend living here more!",5.0,3/18/2024,IMT Lake House,Yes
039bed92-94ea-4179-a7cd-1cab2a36c83f,Jessica makes imt lake the best Jessica made moving in so easy and helpful. She is always able to answer any questions with an amazing personality. She is the epitome of a great worker and makes not lake house all the better. Would highly recommend the apartments and talking to her.,5.0,3/15/2024,IMT Lake House,Yes
bc06b7f7-b2ad-4983-ae18-41f0f636ae78,"We love the IMT lake house apartments! We love the IMT mostly because my dog has a bunch of puppy friends here now! We love to walk around here and feel safe which was my main concern when moving to a new place. This building is super clean and it gets cleaned pretty much every day. It’s absolutely fantastic to witness how much work the IMT employees put into is building and how much care they put into creating a nice community for us, the residents. Our first month here already flew by! Thank you Angelica and the IMT team!",4.8,3/8/2024,IMT Lake House,Yes
2ebb135c-b60f-4517-8618-becfc399dcaa,"Service Laundry was PERFECT I requested a laundry service and both Angélica (customer service) and Christian (maintenance) were great! They solved my problem, impeccable service, deadline, everything! Thank you very much! I love living here!",4.8,3/1/2024,IMT Lake House,Yes
8a14f43e-3427-467e-8908-452fc2bf708d,"Great Staff and Great Community The dedication to keeping our facilities in top condition is truly impressive! Your hard work and attention to detail make all the difference in creating a comfortable and functional environment for everyone. All the staff in the community in IMT LAKE HOUSE is great and specially to the Maintenance Team ( Jorge, Christian) and again Thank you everyone for all your hard work.",4.8,11/9/2023,IMT Lake House,Yes
782533fd-1c2c-479e-bf9a-f681ac52a73e,"Beautiful property managed by wonderful people This may seem like a fake review written by the property, but I can assure you, I don't work for them! IMT Lake House is a little more expensive than other places that we looked at, but trust me, it's worth it. From the amazing customer service provided by Jessica and Michelle, to the maintenance tag team of Jorge and Christian, IMT have really hired the best people. As far as the property itself goes, I don't know what more we could have asked for. Gorgeous pool, cabanas, a regular gym for we.",5.0,10/31/2023,IMT Lake House,Yes
7e336b64-16ba-435d-ad8a-a847c349de75,"Maintenance Team ( Jorge, Christian) and again Thank you everyone for all your hard work.",4.8,11/13/2023,IMT Lake House,Yes
17595940-d803-4333-9457-59e0a52b8904,"So far I have had a great experience in the process of moving and finding my apartment. Especially with Jessica, who has been helping me from beginning. Very attentive and patient in making sure we are content. Excited to live in such a great environment!",5.0,1/19/2024,IMT Lake House,Yes
941d305b-63d9-4087-a5db-f6fe6c48ae05,"The maintenance tag team of Jorge and Christian, IMT have really hired the best people. As far as the property itself goes, I don't know what more we could have asked for. Gorgeous pool, cabanas, a regular gym for we.",5.0,10/31/2023,IMT Lake House,Yes
86e721d1-6847-4691-b3b7-8fe37e027b3f,"It's worth it. From the amazing customer service provided by Jessica and Michelle, to the maintenance tag team of Jorge and Christian, IMT have really hired the best people.",5.0,1/19/2024,IMT Lake House,Yes
d9dffb04-ca86-45b4-ae9e-997d4573e3de,"They also have a very relaxing common area with comfortable furniture, many televisions, and even a pool table! Outside in the swimming pool area they also have grills and a freaking pizza oven!",4.3,10/31/2023,IMT Lake House,Yes
c422e173-e238-4573-a6eb-5d074e4fd02d,"IMT lake house is really located in a beautiful location. At the same time, they create a comfort zone for their guests with their warm and friendly staff. The site has many activity areas and provides a good opportunity for socialization.",4.3,10/24/2023,IMT Lake House,Yes
dc0382e2-36b7-4d1c-bdc7-9c0aa3e2d364,Dkdjxjdjxirjand ejdirnwj rjdirkrnwjroxjs rjdjs ejdjsnrkdjsjroxjwkr ejsidiwnskdjw diriwj ejdirksnwjroa ejdirnwj kekxdnskenrkdkw dkdjdne sjdjrnfjdjrndkdkrndjakr fkskrndi ejeirnwjeir ekeirkrjd sjwirkjsnrnskw,5.0,2/5/2025,The Princeton At College Park,Yes
4554a380-e9d2-4c26-917c-571efabb1fb1,I love the staff and also how many community events they put on. I love the size of the complex and the style as well. I am hoping to stay at least another year. It's great to know our staff and community events have made a positive impact on your experience.,4.0,1/8/2025,The Princeton At College Park,Yes
53654bb4-737c-4e65-ab3d-9e2991703286,"I would have enjoyed the complex more if my unit had been closer to the parking garage and amenities. I rented the apartment site unseen, as I was living in Connecticut at the time. I highly suggest you visit the complex in person and know exactly where your unit will be located. The unit's are definitely starting to show signs of wear and tear even though the monthly rent is above average. Lastly, the closet space is ridiculously small and there are no storage units available.",4.0,12/18/2024,The Princeton At College Park,Yes
2abad78d-4c6a-4714-ac2b-66a2d477b430,"Manny helped a lot with my move, despite my constant work schedule keeping me on the move and making it difficult for me normally to keep up. But he managed my move efficiently and kept me informed every step of the way.",4.3,11/28/2024,The Princeton At College Park,Yes
b751cafd-61cc-47eb-ad3b-851f8997fba9,"Clean. Safe. best location. The staff is incredible, and the common areas are spotless. The apartment complex is extremely technologically advanced. Moving into the apartment complex was an absolute breeze.",5.0,11/22/2024,The Princeton At College Park,Yes
6cb27ea7-9e4e-426a-9b37-d7b1ed1b918e,"Princeton was at a prime location nearby orlando regional medical center, advent health prlando, i4, and hca hospitals in Lake monroe and Lake nona. It also was the best value for the price, and I hope the rent stays that way with low rents compared to other nearby apartments. Aixa was a great help in crunching the numbers.",3.8,11/12/2024,The Princeton At College Park,Yes
a801bef1-fb58-4dcd-b6d2-43deebca0d65,Nice community but vastly overpriced for what you get. Move-in rates are jacked up upon renewal so there's a lot of turnover and a lack of community. Edgewater in College Park isn't what it used to be so location isn't the amenity it's marketed to be,3.8,9/24/2024,The Princeton At College Park,Yes
6aed1a80-2da4-4b4b-ab48-273e4ea99a37,"Management and maintenance is on top of things here, but there are challenges with pests. The hallways are long and depending on where your apartment is located in the building it may require a bit of walking to get to your car or amenities",4.8,8/31/2024,The Princeton At College Park,Yes
a459e0b2-6cde-427f-aa61-35581892a5fd,"So far so good! The move in process was very quick and easy. The staff is very attentive. When I ran into the manager I was working with for my move in day, she was very friendly and asked me how my move in was and if I needed anything. I appreciate the service that was provided for me.",4.3,8/22/2024,The Princeton At College Park,Yes
c6e4f1a6-e76e-4152-90de-c817ce87da35,I have loved living here at The Princeton! It's nice ?,5.0,6/6/2024,The Princeton At College Park,Yes
2ae79445-f6ec-4345-81f5-d93834a6863e,It has been great. The people are friendly and staff is really friendly. The amenities are awesome. The apartment is in great shape. The pool is very nice on sunny days. My only complaint would be the speed bumps at the garage because they scrape the bottom of my car.,5.0,6/11/2024,The Princeton At College Park,Yes
d67f07dd-879c-4e4e-9dce-b673d978e19d,The Princeton at College Park is a great place to live. The leasing office and maintenance staff are so friendly and responsive. My experience living here has been amazing and I especially enjoy all of the community events free to all residents!,4.7,6/6/2024,The Princeton At College Park,Yes
10baf833-ec95-4fba-9163-d53d9a158bb3,"I've had a wonderful experience in this community from the day I moved in to navigating my own personal and life emergencies, normal maintenance requests and more. It has been a long time since I rented an apartment in a complex and I was nervous to take the next step in this new chapter of my life. Makayla and the team here have been amazing to work with and have always been so kind and welcoming to residents who live here. There is a lovely sense of community here that you don't find in most rental complexes.",4.8,3/19/2024,The Princeton At College Park,Yes
8cf538da-e324-43a7-ba17-1dd5d6d21289,I have never lived in an apt. but I must say that this has been a very good experience. The staff and team are very professional and responsive. The building and grounds are well kept and maintained. They handle any and all issues promptly and efficiently.,5.0,1/9/2024,The Princeton At College Park,Yes
3c203ecd-c75c-4a75-a657-11d739b4acd3,"It is always clean, the staff is friendly, always responsive, and hands-on fulfilling residents' needs. I love it because the elementary school is walking distance for my daughter, and I can walk to shops & restaurants.",5.0,12/14/2023,The Princeton At College Park,Yes
c9230ab1-8017-4cfe-83f8-869b40c18f90,"My husband and I highly recommend The Princeton in College Park. Professional, friendly and prompt with work orders. Beautiful place to live. Convenient to work, highway, restaurants, stores, hospitals and banks. Plan on staying as long as we are able.",5.0,12/7/2023,The Princeton At College Park,Yes
305a053f-6426-422f-8d94-a7d895fb88d6,"Staff are great, complex is kept clean, painted, & monitored so that the slightest thing out of place is taken care of. I also feel safe here and it is convenient because there are nearby shops. The staff are also nice.",5.0,11/9/2023,The Princeton At College Park,Yes
15baae1c-91d6-4e7d-b0c9-daebc7439587,I just recently moved in at Princeton but I can say I am satisfied with the place. The place is very cozy and inviting. I also feel safe here and it is convenient because there are nearby shops. The staff are also nice. Ms. Mikayla was very friendly and she attended all our questions and responded in time.,5.0,11/9/2023,The Princeton At College Park,Yes
8ddd2394-36ff-4026-9122-c6cc36e52819,"From the beginning the office staff has been so kind, and go out of there way to help with anything needed. The community is always clean, friendly, and welcoming. Generally safe, A great place to live!",4.7,11/7/2023,The Princeton At College Park,Yes
5ead8877-988d-41a8-b08e-9ca13dd594cd,"I love it here, the staff is top tier and customer service is unmatched! wouldn't live anywhere else. I think you get to have the most bang for your buck at this community. five stars would definitely recommend.",5.0,10/31/2023,The Princeton At College Park,Yes
36bd4f3c-0d35-438d-bdcc-497aee9585a8,"Top Notch Apartment Complex! I've lived all over central Florida and this apartment complex is by far the best in every way. A+ in.....Management Staff, Maintenance Staff, cleanliness, constructional sound (NO flooding), quite, peaceful, awesome communications with management team, etc.....",5.0,9/13/2023,The Princeton At College Park,Yes
f248aeb0-0ca8-4c4b-8c9d-0ebd891b83e3,Very friendly and helpful staff made my move in a breeze. I love the cleanliness of the grounds and security. Lots of amenities and community activities. The location is central to downtown and it is a very convient location to shopping and dining experiences.,4.8,7/25/2023,The Princeton At College Park,Yes
5bf8123a-96b4-419f-9859-5f8147e9873f,"I have just started to move in, but so far the staff is wonderful! The apartment has so many windows and I love how small the building feels. It feels more like a community than a hotel which some places feel like.",5.0,6/27/2023,The Princeton At College Park,Yes
e0514ef0-1b57-4c7e-947f-4abcd99a2fa2,No reviews available,0.0,None,The Princeton At College Park,Yes
35a18292-f88d-4c6c-a707-254f7ff42b6e,Westmount at Winter Park has 101 reviews with a score of 3.8,3.8,None,Westmount at Winter Park,Yes
0da8cb52-7596-4693-9bc9-063c8982289f,The Gallery at Mills Park Apartments has 152 reviews with a score of 4.2,4.2,None,The Gallery at Mills Park Apartments,Yes
58bc80c2-9a7c-432b-81b2-129dc0e7e285,Modera Creative Village has 68 reviews with a score of 4.1,4.1,None,Modera Creative Village,Yes
9a0a3a9b-5042-4492-8ad9-51a948a4b26c,Berkshire Winter Park has 56 reviews with a score of 4.1,4.1,None,Berkshire Winter Park,Yes
47bf96a1-6f2d-466a-8022-8601a7ec1224,"This community is top notch. The office is friendly, knowledgeable, and very welcoming. He maintenance is on standby for any issue and are there for emergencies. I have had a great time here. It is definitely a gem of a community and I hope the owner continues to invest in their amazing staff.",5.0,1/24/2025,Enclave at Lake Underhill,Yes
58641e45-9242-4b6d-a44b-001648708f74,Great quiet safe neighborhood however the landscape team is very noisey and gets our cars dirty from there blowers. The staff in office are helpful and resourceful when we need to contact them.,5.0,1/15/2025,Enclave at Lake Underhill,Yes
dafce7a4-77ac-4f31-8412-92260e083456,"The Enclave is an amazing community. I have experienced nothing but great neighbors, some who are now true friends. The view of Lake Underhill at Sunset from the pool is as spectacular as the view over Lake GIles in the back in the morning. A very dog friendly community. This is a great place to be, being only 3 miles from Orange Ave.",5.0,12/11/2024,Enclave at Lake Underhill,Yes
